ID;BENEFICIAIRE;MONTANT;ID_DEPUTE;NOM_DEPUTE;GROUPE;DEP;
331;Amicale de pêche Bielsbach de Zillisheim;1000;267227;GROSSKOST Arlette;UMP;Haut-Rhin;
332;Amicale de Pétanque des Anciens de Mozart;1000;1630;HERBILLON Michel;UMP;Val-de-Marne;
333;AMICALE DE RANGUEIL;2000;606299;MOUDENC Jean-Luc;UMP;Haute-Garonne;
334;Amicale des AC des Milles;3000;1761;KERT Christian;UMP;Bouches-du-Rhône;
335;Amicale des Amis de l'Ecrevisse;1000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
336;Amicale des anciens;1000;345897;RICHARD Arnaud  ;UDI;Yvelines;
337;Amicale des Anciens Chasseurs "La Sidi Brahim";2000;1362;FRANQUEVILLE Christian;SRC;Vosges;
338;Amicale des Anciens Coloniaux;1500;2707;SCHNEIDER André;UMP;Bas-Rhin;
339;Amicale des Anciens Combattants d'AFN;1000;342935;DUBOIS Marianne;UMP;Loiret;
340;Amicale des Anciens Eléves du Lycée et du Collège de Lorgues;1000;951;COUVE Jean-Michel;UMP;Var;
341;Amicale des anciens élus et conjoints de Saint-Georges;3000;606899;BINET Erwann;SRC;Isère;
342;Amicale des Anciens Marins;1000;1031;DEGAUCHY Lucien;UMP;Oise;
343;Amicale des Anciens Marins et Marins Anciens Combattants de Sarreguemines et Environs;1500;267057;LETT Céleste;UMP;Moselle;
344;Amicale des Anciens Marins et Marins Anciens Combattants du Beauvaisis;1000;2048;MANCEL Jean-François;UMP;Oise;
345;Amicale des Anciens Résistants du canton de Gordes;1000;609726;AUBERT Julien;UMP;Vaucluse;
346;Amicale des Anciens Sapeurs Pompiers de Paris du Pas-de-Calais;1000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
347;Amicale des chasseurs réunis de Rozet;500;267429;CINIERI Dino;UMP;Loire;
348;Amicale des commerçants détaillants et artisans de Neudorf;20000;608363;BIES Philippe;SRC;Bas-Rhin;
349;Amicale des Conscrits Classes en 3;1000;2377;PERRUT Bernard;UMP;Rhône;
350;Amicale des Donneurs de Sang ;2000;810;CHANTEGUET Jean-Paul;SRC;Indre;
351;Amicale des Donneurs de Sang Bénévoles de Besse;1500;951;COUVE Jean-Michel;UMP;Var;
352;Amicale des Donneurs de Sang Bénévoles du Luc en Provence;2000;951;COUVE Jean-Michel;UMP;Var;
353;Amicale des donneurs de sang de Niedernai;1000;266774;FURST Laurent;UMP;Bas-Rhin;
354;Amicale des Elfes Bleus;1000;2084;MARLEIX Alain;UMP;Cantal;
355;Amicale des Femmes d'Amiens Metropole;2300;609520;POMPILI Barbara;ECOLO;Somme;
356;Amicale des Parents d'élèves de Fromelles;1000;267200;HUYGHE Sébastien;UMP;Nord;
357;Amicale des parents d'élèves de l'école élémentaire;1000;605758;DESSUS Sophie;SRC;Corrèze;
358;Amicale des parents d'élèves du Mont-Saxonnex;1000;267527;SADDIER Martial;UMP;Haute-Savoie;
359;Amicale des Pêcheurs  ;3500;2707;SCHNEIDER André;UMP;Bas-Rhin;
360;Amicale des Pêcheurs de Dahlenheim;1000;266774;FURST Laurent;UMP;Bas-Rhin;
361;Amicale des Pêcheurs Plaisanciers du Vallon des Auffes;1500;2815;TIAN Dominique;UMP;Bouches-du-Rhône;
362;Amicale des pêcheurs Rambolitains;1000;345937;POISSON Jean-Frédéric;UMP;Yvelines;
363;Amicale des Pompiers;2000;2895;VERGNIER Michel;SRC;Creuse;
364;Amicale des Pompiers de Périgneux;1000;267429;CINIERI Dino;UMP;Loire;
365;Amicale des pompiers de St Genest Malifaux;1000;267429;CINIERI Dino;UMP;Loire;
366;Amicale des Pompiers Izernore;1000;605036;ABAD Damien;UMP;Ain;
367;Amicale des Retraités de Ponchon;1000;2048;MANCEL Jean-François;UMP;Oise;
368;Amicale des Retraités de Valff;1000;266774;FURST Laurent;UMP;Bas-Rhin;
369;Amicale des Sapeurs Pompiers;1000;1031;DEGAUCHY Lucien;UMP;Oise;
370;Amicale des Sapeurs Pompiers;1000;266774;FURST Laurent;UMP;Bas-Rhin;
371;Amicale des Sapeurs Pompiers;1000;2084;MARLEIX Alain;UMP;Cantal;
372;Amicale des Sapeurs Pompiers;1000;2377;PERRUT Bernard;UMP;Rhône;
373;Amicale des Sapeurs pompiers d'Ayze ;1000;267527;SADDIER Martial;UMP;Haute-Savoie;
374;Amicale des Sapeurs Pompiers de Menton;1000;1574;GUIBAL Jean-Claude;UMP;Alpes-Maritimes;
375;Amicale des Sapeurs pompiers de Mulhouse;2500;267227;GROSSKOST Arlette;UMP;Haut-Rhin;
376;Amicale des Sapeurs Pompiers de Tourcoing;1000;607846;DARMANIN Gérald;UMP;Nord;
377;Amicale des Sapeurs Pompiers de Wangen;1000;266774;FURST Laurent;UMP;Bas-Rhin;
378;Amicale des Sapeurs-Pompiers;1000;267260;POLETTI Bérengère;UMP;Ardennes;
379;Amicale des Sapeurs-Pompiers d'Allégre;3000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
381;Amicale des sapeurs-pompiers de L'Isle-Adam;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
380;Amicale des Sapeurs-Pompiers de la Madeleine;1000;1001;DAUBRESSE Marc-Philippe;UMP;Nord;
382;Amicale des secouristes de Bellegarde;4000;267075;BLANC Étienne;UMP;Ain;
383;Amicale des St Cernin et St Sernin;1800;2265;NAUCHE Philippe;SRC;Corrèze;
384;Amicale du Comité Communal Feux de Forêts de le Thoronet;2000;951;COUVE Jean-Michel;UMP;Var;
385;Amicale du département H&S de l'IUT de Mulhouse-Colmar;1000;1012;DE LA VERPILLIERE Charles;UMP;Ain;
386;Amicale du jardin Paul Jovet;6000;610002;SAS Eva;ECOLO;Essonne;
387;Amicale du Manoir;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
388;Amicale du Personnel de la Ville de Montreuil sur Mer;1000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
389;Amicale du Quartier des Jardins;1000;1031;DEGAUCHY Lucien;UMP;Oise;
390;Amicale du quartier Sablière;12500;336971;GOLDBERG Daniel;SRC;Seine-Saint-Denis;
391;Amicale du Tir Saint-Hubert;1000;266774;FURST Laurent;UMP;Bas-Rhin;
392;Amicale Echange du Savoir;1000;605036;ABAD Damien;UMP;Ain;
393;Amicale Franco-Marocaines des Yvelines;2000;345897;RICHARD Arnaud  ;UDI;Yvelines;
394;Amicale Henri Matisse de Linselles;1000;607846;DARMANIN Gérald;UMP;Nord;
395;Amicale laïque;2300;606910;BONNETON Michèle;ECOLO;Isère;
396;Amicale Laïque;2000;267728;PRIOU Christophe;UMP;Loire-Atlantique;
397;Amicale laïque Chamalières;1000;608186;AUROI Danielle;ECOLO;Puy-de-Dôme;
398;Amicale Laïque de Beaujeu;1000;2377;PERRUT Bernard;UMP;Rhône;
399;Amicale Laïque de Couëron;25000;266863;FOUGERAT Jean-Pierre;SRC;Loire-Atlantique;
400;Amicale Laïque de Loire sur Rhône;1000;267591;FENECH Georges;UMP;Rhône;
401;Amicale laïque de Méry-sur-Oise;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
402;Amicale Laïque de Mions - Activités Péri et Post Scolaires;1000;267591;FENECH Georges;UMP;Rhône;
403;Amicale Laïque de Roche-la-Molière;3000;332614;JUANICO Régis;SRC;Loire;
404;Amicale Laïque de Saint-Etienne de Montluc;4000;266863;FOUGERAT Jean-Pierre;SRC;Loire-Atlantique;
405;Amicale laïque de Sées;1000;608011;PUEYO Joaquim;SRC;Orne;
406;Amicale laïque des écoles du Haut-Pays de Villeneuve-le-Roi;1000;2713;SCHWARTZENBERG Roger-Gérard;RRDP;Val-de-Marne;
407;Amicale Laïque du Passage d'Agen;10000;607283;LOUSTEAU Lucette;SRC;Lot-et-Garonne;
408;Amicale laique Villeneuve Volley-ball;3000;342997;GOUGET Jean-Claude;SRC;Lot-et-Garonne;
409;Amicale le Cerisier;1000;2377;PERRUT Bernard;UMP;Rhône;
410;Amicale Omnisports de Pessicart Supérieur;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
411;Amicale pétanque Firminy-Vert;1000;267429;CINIERI Dino;UMP;Loire;
412;Amicale Philatélique de Lagnysur Marne et Environs;1000;243;ALBARELLO Yves;UMP;Seine-et-Marne;
413;Amicale philatélique de Tournus;1000;608695;UNTERMAIER Cécile;SRC;Saône-et-Loire;
414;Amicale Police;1000;334906;MEUNIER Philippe;UMP;Rhône;
415;Amicale porte drapeaux Forbach Moselle Est;2000;607691;KALINOWSKI Laurent;SRC;Moselle;
416;Amicale pour le don du sang bénévole Givors - Grigny;1000;267591;FENECH Georges;UMP;Rhône;
417;Amicale Région Nord Pas de Calais - Verneuil - Triel  -Vernouillet";2000;345897;RICHARD Arnaud  ;UDI;Yvelines;
418;Amicale Rencontre et Loisirs;1000;2971;ZIMMERMANN Marie-Jo;UMP;Moselle;
419;Amicale Sapeurs Pompiers;1000;334906;MEUNIER Philippe;UMP;Rhône;
420;Amicale sapeurs pompiers St Maurice en Gourgois;1000;267429;CINIERI Dino;UMP;Loire;
421;Amicale Sportive;1000;1031;DEGAUCHY Lucien;UMP;Oise;
422;Amicale Sportive d'Asfeld;1000;267260;POLETTI Bérengère;UMP;Ardennes;
423;Amicale sportive de Saulx-les-Chartreux;1000;267628;KOSCIUSKO-MORIZET Nathalie;UMP;Essonne;
424;Amicale Sportive et Culturelle de Bruyères;1000;856;CHERPION Gérard;UMP;Vosges;
425;AMICALE TE ARIINUI;4997;610820;TUAIVA Jean-Paul ;UDI;Polynésie Française;
426;Amicale Victor Duruy;1000;607846;DARMANIN Gérald;UMP;Nord;
427;Amiénois Boxing Club;2300;609520;POMPILI Barbara;ECOLO;Somme;
428;Amiens Sub;2500;609520;POMPILI Barbara;ECOLO;Somme;
429;Amies du Campanin ;1000;1574;GUIBAL Jean-Claude;UMP;Alpes-Maritimes;
431;Amis d'Entropia;10000;;
430;Amis de Notre Dame d'Orient;1000;267512;MARC Alain;UMP;Aveyron;
432;Amis des Allobroges;1000;267591;FENECH Georges;UMP;Rhône;
433;Amis des Arts de la Région de Mornant;1000;267591;FENECH Georges;UMP;Rhône;
434;Amis des des Arts;1000;330788;REYNES Bernard;UMP;Bouches-du-Rhône;
435;Amis des Musées de Menton ;1000;1574;GUIBAL Jean-Claude;UMP;Alpes-Maritimes;
436;Amis du Château de Diedendorf;1000;608416;HETZEL Patrick;UMP;Bas-Rhin;
437;Amis du Musée de la Ville de Bouxwiller;1000;608416;HETZEL Patrick;UMP;Bas-Rhin;
438;Amis du Musée du Patrimoine et du Judaïsme Alsacien de Marmoutier;1000;608416;HETZEL Patrick;UMP;Bas-Rhin;
439;Amis du Patrimoine;1000;1362;FRANQUEVILLE Christian;SRC;Vosges;
440;Amis du Théâtre;10000;1761;KERT Christian;UMP;Bouches-du-Rhône;
441;AMISEP;10000;607595;PELLOIS Hervé;SRC;Morbihan;
442;Amitié Accueil des Malades Alzheimer et Apparenté;7000;267623;DA SILVA Carlos;SRC;Essonne;
444;Amitié Brie-Bénin;2000;335758;RIESTER Franck;UMP;Seine-et-Marne;
445;Amitié France-Géorgie;1300;605922;ALLAIN Brigitte;ECOLO;Dordogne;
446;Amitié-Loisirs et Culture;1000;2971;ZIMMERMANN Marie-Jo;UMP;Moselle;
447;Amitiés Autisme;3000;267358;CHRIST Jean-Louis;UMP;Haut-Rhin;
448;Amorces;10000;;
449;AMSCAS;2000;2815;TIAN Dominique;UMP;Bouches-du-Rhône;
450;AMSEAA;2000;1199;DUMONT Jean-Louis;SRC;Meuse;
451;An Diharziérien;1000;331658;LE LOCH Annick;SRC;Finistère;
452;An Diharziérien";1000;;
453;ANCIENS COMBATTANTS;1000;331442;REYNIER  Franck  ;UDI;Drôme;
454;Anciens Combattants d'Algérie, Tunisie, Maroc de Bauvin Provin;1000;267200;HUYGHE Sébastien;UMP;Nord;
455;Anciens Combattants et Amis de la Résistance Oise Nord-Est;1000;1031;DEGAUCHY Lucien;UMP;Oise;
456;Anciens de Marienbronn;2000;267358;CHRIST Jean-Louis;UMP;Haut-Rhin;
457;Anciens Footeux de Crépy ;1000;1031;DEGAUCHY Lucien;UMP;Oise;
458;Anciens Papetiers;5000;267358;CHRIST Jean-Louis;UMP;Haut-Rhin;
459;ANEM (association nationale des élus de la montagne);50000;;
460;ANGERVILLE-LA-CGNE - Guy DOSSANG;2000;331481;LE MAIRE Bruno;UMP;Eure;
461;Anices;3000;330240;CIOTTI Eric;UMP;Alpes-Maritimes;
462;Anices;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
467;Anim'Castel;1000;606693;LE CALLENNEC Isabelle;UMP;Ille-et-Vilaine;
463;Animation Chevannaise;4000;267785;LARRIVE Guillaume;UMP;Yonne;
464;Animation et Loisirs pour Tous à Mouchin et Alentours;1000;1857;LAZARO Thierry;UMP;Nord;
465;Animation Recherche Culture Hochfelden et Environs;1000;608416;HETZEL Patrick;UMP;Bas-Rhin;
466;Animations culturelles et événementielles du 15ème;10000;1521;GOUJON Philippe;UMP;Paris;
468;Animômes de Beaugrenelle;1500;230329;LAMOUR Jean-François;UMP;Paris;
469;Anonymal;5000;1761;KERT Christian;UMP;Bouches-du-Rhône;
470;ANPCBA (Bandrélé);5000;610758;ABOUBACAR Ibrahim;SRC;Mayotte;
471;ANSAUVILLERS;10000;998;DASSAULT Olivier;UMP;Oise;
472;ANSORAA;1000;2250;MOYNE-BRESSAND Alain;UMP;Isère;
473;Antenne Sociale - Les grands-chênes;1000;606478;FOULON Yves;UMP;Gironde;
474;ANTRAIN COMMUNAUTE;20000;332228;BENOIT Thierry  ;UDI;Ille-et-Vilaine;
475;AO Buc Football;3000;267605;PECRESSE Valérie;UMP;Yvelines;
476;APALIB;5000;267358;CHRIST Jean-Louis;UMP;Haut-Rhin;
477;APCE 78 ;1000;422119;DOUILLET David;UMP;Yvelines;
478;APE école de l'Etang;500;267429;CINIERI Dino;UMP;Loire;
479;APE Ecole de St Paul en Cornillon;500;267429;CINIERI Dino;UMP;Loire;
480;APE Ecole Jacques Prévert;1500;345994;DRAPEAU Jean-Luc;SRC;Deux-Sèvres;
481;APE Ecole Publique du Monasiter sur Gazeille;1000;267285;WAUQUIEZ Laurent;UMP;Haute-Loire;
482;APE Fay sur Lignon;1000;267285;WAUQUIEZ Laurent;UMP;Haute-Loire;
483;APE Groupe scolaire Samira Bellil;5000;;
484;APEI;2750;336316;BOUCHET Jean-Claude;UMP;Vaucluse;
485;APEL - Ecole St Vincent Millery;1000;267591;FENECH Georges;UMP;Rhône;
486;APEL de Saint Hilarian;2000;267266;CENSI Yves;UMP;Aveyron;
487;APEL Départemenale de Lozère;1000;266788;MOREL-A-L'HUISSIER Pierre;UMP;Lozère;
488;APEL du CNDI;1000;607846;DARMANIN Gérald;UMP;Nord;
489;APEL Ecole de la Salle;1000;2952;WARSMANN Jean-Luc;UMP;Ardennes;
490;APEL Ecole source du Pilat;500;267429;CINIERI Dino;UMP;Loire;
491;APEL Ecole St Joseph - St Bonnet le Château;500;267429;CINIERI Dino;UMP;Loire;
492;APEL Ecole Ste Marie;1000;266788;MOREL-A-L'HUISSIER Pierre;UMP;Lozère;
493;APEL Lycée Notre Dame du Château;1000;267285;WAUQUIEZ Laurent;UMP;Haute-Loire;
494;APEL Nazareth;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
495;APEL Saint Joseph - Le Chambon Feugerolles;500;267429;CINIERI Dino;UMP;Loire;
496;APEL Saint Roch;3500;1931;LELLOUCHE Pierre;UMP;Paris;
497;APEL St Anne St Joseph;500;267429;CINIERI Dino;UMP;Loire;
498;APEL St Jospeh - Saint Genest Malifaux;500;267429;CINIERI Dino;UMP;Loire;
499;APEL St Thomas Sacré Cœur de Tourcoing;1000;607846;DARMANIN Gérald;UMP;Nord;
500;APEO;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
501;APETREIMC;3000;1521;GOUJON Philippe;UMP;Paris;
502;APEV;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
503;APF;5000;267266;CENSI Yves;UMP;Aveyron;
504;API END;2300;2011;LUCA Lionnel;UMP;Alpes-Maritimes;
505;APIEEE;2000;345994;DRAPEAU Jean-Luc;SRC;Deux-Sèvres;
506;APIS;1000;2796;TEISSIER Guy;UMP;Bouches-du-Rhône;
507;APL Welfare Fund (Royaume-Uni);4000;610873;LEMAIRE Axelle;SRC;Français établis hors de France;
508;APLS - Le Lien;10000;;
509;APP;1000;267628;KOSCIUSKO-MORIZET Nathalie;UMP;Essonne;
510;APPEL;1000;267591;FENECH Georges;UMP;Rhône;
511;APPEL Ecole Sainte Lucie;1000;1459;GERARD Bernard;UMP;Nord;
512;APPEL ST Jacques de Compostelle;2000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
513;Appel Ste Bernadette;3000;1761;KERT Christian;UMP;Bouches-du-Rhône;
514;Aquar'Île;5000;;
515;ARAC;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
516;ARBP;4000;609016;BAUPIN Denis;ECOLO;Paris;
517;Arbre à Pain;2000;2229;MORANGE Pierre;UMP;Yvelines;
518;Arc 75;20000;735;CARESCHE Christophe;SRC;Paris;
519;Arc en ciel;1500;605963;ALAUZET Eric;ECOLO;Doubs;
520;Arc en Ciel Théâtre Poitou-Charentes;8000;331014;QUERE Catherine;SRC;Charente-Maritime;
521;Arc Loisir club de Parmain;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
522;Arcade;5000;332747;de RUGY François;ECOLO;Loire-Atlantique;
523;Arcade 307;2000;609365;GUAINO Henri;UMP;Yvelines;
524;Arceaux Montpellier;10000;606631;ASSAF Christian;SRC;Hérault;
525;ARCEM production;1000;345937;POISSON Jean-Frédéric;UMP;Yvelines;
526;Arche de l'Espérance;2500;345897;RICHARD Arnaud  ;UDI;Yvelines;
527;Arche de Noé - SPA;2000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
528;Archers de Rives;1500;606910;BONNETON Michèle;ECOLO;Isère;
529;Archers du Royal;1000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
530;Architect Tonic;3000;609345;de MAZIÈRES François;UMP;Yvelines;
531;ARDeCAM;3000;1310;FILLON François;UMP;Paris;
532;Ardes Communauté;4500;608186;AUROI Danielle;ECOLO;Puy-de-Dôme;
533;ARDEV;1000;336576;FORT Marie-Louise;UMP;Yonne;
534;ARDHIS;2500;609016;BAUPIN Denis;ECOLO;Paris;
535;Ardissone Nice Full Contact;5000;330240;CIOTTI Eric;UMP;Alpes-Maritimes;
536;AREL Association Revinoise d'Education et de Loisirs;2500;605278;LEONARD Christophe;SRC;Ardennes;
537;ARES;2500;2876;VANNSON François;UMP;Vosges;
538;AREV ;1000;609726;AUBERT Julien;UMP;Vaucluse;
539;Arisse Insertion sociale;5000;267605;PECRESSE Valérie;UMP;Yvelines;
540;AROEVEN;10000;2343;PEIRO Germinal;SRC;Dordogne;
541;ARPEJ;2500;609016;BAUPIN Denis;ECOLO;Paris;
542;ARPEJE;3000;267728;PRIOU Christophe;UMP;Loire-Atlantique;
543;ARSE (Association pour la pratique équestre et la Réeducation par les Sports Equestres)";29660;2051;MANDON Thierry;SRC;Essonne;
544;Art en Ciel;2000;330240;CIOTTI Eric;UMP;Alpes-Maritimes;
545;Art en Stock;4000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
546;ART ET SAVOIR FAIRE;2000;330546;MARCEL Marie-Lou;SRC;Aveyron;
547;Art Terre;1000;336576;FORT Marie-Louise;UMP;Yonne;
548;Art, culture et foi;2000;230329;LAMOUR Jean-François;UMP;Paris;
549;Art2éveil;4000;1931;LELLOUCHE Pierre;UMP;Paris;
550;ARTA;30000;332843;BOUILLÉ Marie-Odile;SRC;Loire-Atlantique;
551;Artisans du Monde;2500;607846;DARMANIN Gérald;UMP;Nord;
552;Artistes en Liberté Villemur Sur Tarn;2500;1689;IMBERT Françoise;SRC;Haute-Garonne;
553;Artois Athlétisme;3000;608120;SAINT-ANDRÉ Stéphane;RRDP;Pas-de-Calais;
554;Artopie Meisenthal;2000;267057;LETT Céleste;UMP;Moselle;
555;Arts & Loisirs;10000;1857;LAZARO Thierry;UMP;Nord;
556;Arts et Chapelles;3000;2792;TAUGOURDEAU Jean-Charles;UMP;Maine-et-Loire;
557;Arts et Passion Villermorinois;1000;335758;RIESTER Franck;UMP;Seine-et-Marne;
558;Arts et Scènes Nord de France;2000;1001;DAUBRESSE Marc-Philippe;UMP;Nord;
559;Arts pluriels;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
560;Arty Recup';2500;344776;NACHURY Dominique;UMP;Rhône;
561;AS Berrwiller-Hartmanswiller;1000;267013;SORDI Michel;UMP;Haut-Rhin;
562;AS Chastelloise;1000;266788;MOREL-A-L'HUISSIER Pierre;UMP;Lozère;
563;AS Chavanay;1000;267429;CINIERI Dino;UMP;Loire;
564;AS Club bouliste de l'Ariane;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
565;AS Duchère;50000;;
566;AS Grenelle;1500;230329;LAMOUR Jean-François;UMP;Paris;
567;AS Jonzieux;1000;267429;CINIERI Dino;UMP;Loire;
568;AS Limas Handball;1000;2377;PERRUT Bernard;UMP;Rhône;
569;AS Loisir Les Lucioles;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
570;AS Louis Armand;1500;230329;LAMOUR Jean-François;UMP;Paris;
571;AS MACCABI TOULOUSE;1000;606299;MOUDENC Jean-Luc;UMP;Haute-Garonne;
572;AS Méziré (Football);19000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
573;AS Mornant Football;1000;267591;FENECH Georges;UMP;Rhône;
574;AS Natzwiller;1000;266774;FURST Laurent;UMP;Bas-Rhin;
575;AS Oyapock;15000;610667;SERVILLE Gabriel;GDR;Guyane;
576;AS Pauliani;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
577;AS Poissy Boxe;2000;345897;RICHARD Arnaud  ;UDI;Yvelines;
578;AS Rognac;10000;642684;MAGGI Jean-Pierre;SRC;Bouches-du-Rhône;
579;AS Saint-Just-Saint-Rambert;1000;267429;CINIERI Dino;UMP;Loire;
580;AS St Aignan de Cramesnil;1000;2828;TOURRET Alain;RRDP;Calvados;
581;AS TOULOUSE LARDENNE;1000;606299;MOUDENC Jean-Luc;UMP;Haute-Garonne;
582;AS Vézeronce-Curtin Football;5000;2250;MOYNE-BRESSAND Alain;UMP;Isère;
583;ASAC Beaucaire;15000;267506;VITEL Philippe;UMP;Var;
584;ASAE-Francas;4000;607509;KHIROUNI Chaynesse;SRC;Meurthe-et-Moselle;
585;ASAL - Association Sport Art et Loisir d'Heiligenberg;1000;266774;FURST Laurent;UMP;Bas-Rhin;
586;ASB Schirmeck/ La Broque;1000;266774;FURST Laurent;UMP;Bas-Rhin;
587;ASC de Saint Nazaire;1000;344492;SIRE Fernand;UMP;Pyrénées-Orientales;
588;ASC L'espoir de Ste Luce;10000;610654;NILOR Jean-Philippe;GDR;Martinique;
589;ASCE Aviron;5000;267623;DA SILVA Carlos;SRC;Essonne;
590;ASCL - Association Sport Culture et Loisirs de Mulbach-sur-Bruche;1000;266774;FURST Laurent;UMP;Bas-Rhin;
591;ASCL Zenith;15000;610654;NILOR Jean-Philippe;GDR;Martinique;
592;ASCRA;10000;;
593;ASCRO ;1000;266774;FURST Laurent;UMP;Bas-Rhin;
594;ASDAM (Football);1000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
595;ASECA;2000;609520;POMPILI Barbara;ECOLO;Somme;
596;ASEP;7000;605963;ALAUZET Eric;ECOLO;Doubs;
597;ASEPAM;4000;267358;CHRIST Jean-Louis;UMP;Haut-Rhin;
598;ASER Tennis;1000;267227;GROSSKOST Arlette;UMP;Haut-Rhin;
599;ASF;4000;610860;CORONADO Sergio;ECOLO;Français établis hors de France;
600;ASF 93 Sarreguemines;4000;267057;LETT Céleste;UMP;Moselle;
601;ASI;2500;336316;BOUCHET Jean-Claude;UMP;Vaucluse;
602;Asile Saint Joseph;13000;333134;HUET Guénhaël;UMP;Manche;
603;ASLONNES;1000;336421;COUTELLE Catherine;SRC;Vienne;
604;ASMB - Section Foot;5000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
605;ASMB-Patinage;2000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
606;ASMT - Association sportive Miserieux-Trevoux;1000;1012;DE LA VERPILLIERE Charles;UMP;Ain;
607;ASNDL;1000;266774;FURST Laurent;UMP;Bas-Rhin;
608;ASNM Saillant de Saint-Mihiel;1500;333421;PANCHER Bertrand  ;UDI;Meuse;
609;ASP Sainte-Marie-aux-Chênes;2000;2800;TERRIER Gérard;SRC;Moselle;
610;ASP Yvelines;3000;609345;DE MAZIERES François;UMP;Yvelines;
611;ASPAT;7000;605922;ALLAIN Brigitte;ECOLO;Dordogne;
612;Aspi;5000;1193;DUMAS William;SRC;Gard;
613;ASPIRO ;1500;331442;REYNIER Franck ;UDI;Drôme;
614;ASPTT Carpentras;1000;609726;AUBERT Julien;UMP;Vaucluse;
615;ASPTT Grasse (plusieurs sports) ;1000;267794;TABAROT Michèle;UMP;Alpes-Maritimes;
616;ASPTT MARSEILLE;2000;2815;TIAN Dominique;UMP;Bouches-du-Rhône;
617;ASPTT Montpellier;6500;606639;VIGNAL Patrick;SRC;Hérault;
618;ASPV Basket de Porto-Vecchio;2000;267689;de ROCCA SERRA Camille;UMP;Corse-du-Sud;
619;ASS Conduite;4000;267450;DELATTE Rémi;UMP;Côte-d'Or;
620;ASS PRO;20000;332305;GILLE Jean-Patrick;SRC;Indre-et-Loire;
621;Ass Soins Paliatifs;20000;610654;NILOR Jean-Philippe;GDR;Martinique;
622;Ass. Culturelle Maghrébine Oasis;5000;2801;TERROT Michel;UMP;Rhône;
623;Ass. d'échanges francophones scientifiques et culturels;3000;2801;TERROT Michel;UMP;Rhône;
625;ASSA But;2000;345619;PHILIPPE Edouard;UMP;Seine-Maritime;
626;Assciation diocésène du Diocèse de Rouen;4500;642984;LEAUTEY Pierre;SRC;Seine-Maritime;
627;Assemblée de Dieu d'Aix en P rovence;20000;1761;KERT Christian;UMP;Bouches-du-Rhône;
628;ASSF;1800;606258;CAVARD Christophe;ECOLO;Gard;
629;ASSL - Association sportive Saint-Sorlin - Lagnieu;1500;1012;DE LA VERPILLIERE Charles;UMP;Ain;
630;Asso CLAEPP;2200;608098;CAPET Yann;SRC;Pas-de-Calais;
631;Assoc Portet Athlétic Club;2500;606363;BORGEL Christophe;SRC;Haute-Garonne;
632;Assocation ALDA;1500;267227;GROSSKOST Arlette;UMP;Haut-Rhin;
633;Assocation Sportive Féminine de CHOISY LE ROI;3000;765;CATHALA Laurent;SRC;Val-de-Marne;
634;Associaiton de Quartier St Etienne Malausséna;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
1643;Association Le Chaudron";1000;608684;GUEUGNEAU Edith;SRC;Saône-et-Loire;
1644;Association Mayotte Saint Etienne  ";6000;610752;SAID Boinali;SRC ;Mayotte;
1645;Association Moto Club du Dardon";3000;608684;GUEUGNEAU Edith;SRC;Saône-et-Loire;
1646;Association Rencontres et Animations Rurales";10000;608684;GUEUGNEAU Edith;SRC;Saône-et-Loire;
1647;Association TE HEI FARA URA";4200;610804;TAHUAITU Jonas ;UDI;Polynésie Française;
635;Association  UNION HELLENIQUE DE MARSEILLE ET DE SA REGION - CENTRE HELLENIQUE - MAISON DES HELLENES - BIBLIOTHEQUE FRANCO-HELLENIQUE DEMETRE ZAFIROPOULOS. ;2000;642682;ASSOULY Avi;SRC;Bouches-du-Rhône;
