ID;BENEFICIAIRE;MONTANT;ID_DEPUTE;NOM_DEPUTE;GROUPE;DEP;
6775;Commune de VARAIZE ;10000;331014;QUERE Catherine;SRC;Charente-Maritime;
6776;Commune de VARANGES;7500;605830;BOUZIANE Kheira;SRC;Côte-d'Or;
6777;Commune de VAREILLES;2000;336576;FORT Marie-Louise;UMP;Yonne;
6778;Commune de Varen;10000;609590;RABAULT Valérie;SRC;Tarn-et-Garonne;
6779;Commune de Varennes-sur-Tèche;7000;815;CHARASSE Gérard;RRDP;Allier;
6780;Commune de VARNEVILLE-BRETTEVILLE;3000;609222;CHAUVEL Dominique;SRC;Seine-Maritime;
6781;Commune de VARNEVILLE-BRETTEVILLE;500;609222;CHAUVEL Dominique;SRC;Seine-Maritime;
6782;Commune de VARREDDES;4000;917;COPE Jean-François;UMP;Seine-et-Marne;
6783;Commune de VARZY;10000;2338;PAUL Christian;SRC;Nièvre;
6784;Commune de VASSEL;15000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
6785;Commune de VAUCHONVILLIERS;1000;267178;DHUICQ Nicolas;UMP;Aube;
6786;Commune de VAUDEMANGE;9000;333224;APPARU Benoist;UMP;Marne;
6787;Commune de VAUDEMONT;2000;607553;POTIER Dominique;SRC;Meurthe-et-Moselle;
6788;Commune de VAUDEVILLE;4000;267246;HEINRICH Michel;UMP;Vosges;
6789;Commune de VAUDREVILLE;5000;266797;GOSSELIN Philippe;UMP;Manche;
6790;Commune de VAUGNERAY;10000;267499;GUILLOTEAU Christophe;UMP;Rhône;
6791;Commune de VAUJOURS;10000;610354;POPELIN Pascal;SRC;Seine-Saint-Denis;
6792;Commune de Vaumas ;2000;330118;CHAMBEFORT Guy;SRC;Allier;
6793;Commune de Vauréal;10000;610594;LEFEBVRE Dominique;SRC;Val-d'Oise;
6794;Commune de VAUX;2000;330130;LESTERLIN Bernard;SRC;Allier;
6795;Commune de VAUX MONTREUIL;2000;267260;POLETTI Bérengère;UMP;Ardennes;
6796;Commune de VAUX SUR SEINE;5000;345897;RICHARD Arnaud  ;UDI;Yvelines;
6797;Commune de Vaux-en-Pré;10000;608684;GUEUGNEAU Edith;SRC;Saône-et-Loire;
6798;Commune de VEBRET;7500;2084;MARLEIX Alain;UMP;Cantal;
6799;Commune de VECKRING;2900;343623;GROMMERCH Anne;UMP;Moselle;
6800;Commune de VEILLE-EGLISE-EN-YVELINES;3900;345937;POISSON  Jean-Frédéric;UMP;Yvelines;
6801;Commune de VELANNE;4000;680;BROTTES François;SRC;Isère;
6802;Commune de VELIEUX;15000;267479;MESQUIDA Kléber;SRC;Hérault;
6803;Commune de Velleron;10000;609709;MARÉCHAL-LE PEN Marion;NI;Vaucluse;
6804;Commune de VELLES;5000;606745;BRUNEAU Isabelle;SRC;Indre;
6805;Commune de VELLEXON;1000;608662;CHRETIEN Alain;UMP;Haute-Saône;
6806;Commune de VENACO;14000;267407;GIACOBBI Paul;RRDP;Haute-Corse;
6807;Commune de VENACO;12500;267407;GIACOBBI Paul;RRDP;Haute-Corse;
6808;Commune de VENACO;10000;267407;GIACOBBI Paul;RRDP;Haute-Corse;
6809;Commune de VENACO;3500;267407;GIACOBBI Paul;RRDP;Haute-Corse;
6810;Commune de VENANSAULT;20000;609740;LEBOEUF Alain;UMP;Vendée;
6811;Commune de VENDEGIES AU BOIS;8388;394;BATAILLE Christian;SRC;Nord;
6812;Commune de Vendin les Béthune;5222;608120;SAINT-ANDRÉ Stéphane;RRDP;Pas-de-Calais;
6813;Commune de Vendin Les Béthune;2426;608120;SAINT-ANDRÉ Stéphane;RRDP;Pas-de-Calais;
6814;Commune de VENDRANGES;5000;2277;NICOLIN Yves;UMP;Loire;
6815;Commune de VENNECY;3000;342935;DUBOIS Marianne;UMP;Loiret;
6816;Commune de VENTEUGES;10000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
6817;Commune de VERCHAIX;5000;608851;DION  Sophie;UMP;Haute-Savoie;
6818;commune de VERGOIGNAN;10000;267278;MARTIN Philippe;SRC;Gers;
6819;Commune de VERIA;7000;2345;PELISSARD Jacques;UMP;Jura;
6820;Commune de Verlhac-Tescou;10000;609590;RABAULT Valérie;SRC;Tarn-et-Garonne;
6821;Commune de VERLIN;879;336576;FORT Marie-Louise;UMP;Yonne;
6822;Commune de Vermand;1600;267080;BERTRAND Xavier;UMP;Aisne;
6823;Commune de VERMELLES;3321;608158;BAYS Nicolas;SRC;Pas-de-Calais;
6828;Commune de Vern-Sur-Seiche;7000;606665;CHAPDELAINE Marie-Anne;SRC;Ille-et-Vilaine;
6824;Commune de VERNANCOURT ;10000;942;de COURSON Charles ;UDI;Marne;
6825;Commune de VERNANTES;7000;2792;TAUGOURDEAU Jean-Charles;UMP;Maine-et-Loire;
6826;Commune de Verneuil en Bourbonnais;2000;330118;CHAMBEFORT Guy;SRC;Allier;
6827;Commune de Vernosc Les Annonay;10000;330357;DUSSOPT Olivier;SRC;Ardèche;
6829;Commune de VERO;2500;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
6830;Commune de VERPILLIERES;5000;267241;DEMILLY Stéphane ;UDI;Somme;
6832;Commune de VERRIERES;2000;267512;MARC Alain;UMP;Aveyron;
6833;Commune de VERRIERES;1500;2952;WARSMANN  Jean-Luc;UMP;Ardennes;
6834;Commune de Verruyes;10000;2374;GAILLARD Geneviève;SRC;Deux-Sèvres;
6835;Commune de VERS;10000;;
6836;Commune de VERSONNEX;3500;230;ACCOYER Bernard;UMP;Haute-Savoie;
6838;Commune de Vert-Saint-Denis;20000;609332;FAURE Olivier;SRC;Seine-et-Marne;
6837;Commune de VERTHEUIL;5000;331973;GOT Pascale;SRC;Gironde;
6839;Commune de Vestric et Candiac;5700;606212;COLLARD Gilbert;NI;Gard;
6840;Commune de VETRAZ-MONTHOUX;1220;608826;DUBY-MULLER  Virginie;UMP;Haute-Savoie;
6841;Commune de Veurey;15000;1116;DESTOT Michel;SRC;Isère;
6842;Commune de VEXAINCOURT;1500;856;CHERPION Gérard;UMP;Vosges;
6843;Commune de VEZENOBRES;10000;606230;VERDIER Fabrice;SRC;Gard;
6844;Commune de VEZEZOUX;7000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
6845;Commune de Vezin-le-Coquet;60000;2603;ROGEMONT Marcel;SRC;Ille-et-Vilaine;
6846;Commune de VIARMES;17900;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
6847;Commune de VIAS;20300;606623;DENAJA Sébastien;SRC;Hérault;
6848;Commune de VIBRAC;6000;696;BUSSEREAU Dominique;UMP;Charente-Maritime;
6849;Commune de VIC BIGORRE;7000;608292;DUBIÉ Jeanine;RRDP;Hautes-Pyrénées;
6850;Commune de VIC LA GARDIOLE;16500;606631;ASSAF Christian;SRC;Hérault;
6851;Commune de VIC-DES-PRES;6000;2775;SUGUENOT Alain;UMP;Côte-d'Or;
6852;Commune de Vicq;10000;;
6853;Commune de Vicq sur Gartempe;15450;609816;MASSONNEAU Véronique;ECOLO;Vienne;
6854;Commune de Vidaillac;8000;1844;LAUNAY Jean;SRC;Lot;
6855;Commune de Vieille Chapelle;20000;608120;SAINT-ANDRÉ Stéphane;RRDP;Pas-de-Calais;
6856;Commune de VIEILLE LOYE;3000;267204;SERMIER Jean-Marie;UMP;Jura;
6857;Commune de Vieille-Eglise;3900;608098;CAPET Yann;SRC;Pas-de-Calais;
6858;Commune de VIEILLEVIGNE;12000;607193;ERRANTE Sophie;SRC;Loire-Atlantique;
6859;Commune de VIEL SAINT REMY;3000;267260;POLETTI Bérengère;UMP;Ardennes;
6860;Commune de VIELLA;10000;608292;DUBIÉ Jeanine;RRDP;Hautes-Pyrénées;
6861;Commune de VIENNE-LE-CHÂTEAU;5000;333224;APPARU Benoist;UMP;Marne;
6862;Commune de VIERVILLE;2000;331582;VIGIER Philippe ;UDI;Eure-et-Loir;
6863;Commune de VIESLY;10000;394;BATAILLE Christian;SRC;Nord;
6864;Commune de Vieure;3000;330118;CHAMBEFORT Guy;SRC;Allier;
6865;Commune de VIEUSSAN;10000;267479;MESQUIDA Kléber;SRC;Hérault;
6866;Commune de VIEUVICQ;4000;331582;VIGIER Philippe ;UDI;Eure-et-Loir;
6867;Commune de VIEUX BERQUIN;1050;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
6868;Commune de VIEUX MESNIL;15000;394;BATAILLE Christian;SRC;Nord;
6869;Commune de Vieux-Charmont;8000;642724;BARBIER Frédéric;SRC;Doubs;
6870;Commune de Vieux-Fort;22000;643145;VAINQUEUR-CHRISTOPHE  Hélène;SRC;Guadeloupe;
6871;Commune de Vieux-Habitants;12000;643145;VAINQUEUR-CHRISTOPHE  Hélène;SRC;Guadeloupe;
6872;Commune de VIEUX-MOULIN;10000;1031;DEGAUCHY Lucien;UMP;Oise;
6873;Commune de VIEVIGNE;14000;267450;DELATTE Rémi;UMP;Côte-d'Or;
6874;Commune de VIGLAIN;5000;267735;GANAY de Claude;UMP;Loiret;
6875;Commune de Vignemont;3150;;
6876;Commune de VIGNOC;20000;267706;APPÉRÉ Nathalie;SRC;Ille-et-Vilaine;
6877;Commune de Vignoux-sur-Barangeon;15000;;
6878;Commune de VILIERS LE MAHIEU;10000;422119;DOUILLET David;UMP;Yvelines;
6879;Commune de Villabé ;40000;267623;DA SILVA Carlos;SRC;Essonne;
6880;Commune de VILLAC;5000;2343;PEIRO Germinal;SRC;Dordogne;
6881;Commune de VILLAR ST ANSELME;1000;1208;DUPRÉ Jean-Paul;SRC;Aude;
6882;Commune de VILLARD;10000;267527;SADDIER Martial;UMP;Haute-Savoie;
6883;Commune de Villard Loubière;8235;267336;GIRAUD Joël;RRDP;Hautes-Alpes;
6884;Commune de Villard saint Christophe;4500;342415;BATTISTEL Marie-Noëlle;SRC;Isère;
6885;Commune de Villard-Sallet;15000;608778;SANTAIS Béatrice;SRC;Savoie;
6886;Commune de VILLARLURIN;10000;1445;GAYMARD Hervé;UMP;Savoie;
6887;Commune de VILLARS SUR VAR;2500;267680;GINESY Charles-Ange;UMP;Alpes-Maritimes;
6888;Commune de Villars-sous-Dampjoux;9000;642724;BARBIER Frédéric;SRC;Doubs;
6889;Commune de VILLARZEL CABARDES;13000;2365;PEREZ Jean-Claude;SRC;Aude;
6890;Commune de VILLE;10000;267355;HERTH Antoine;UMP;Bas-Rhin;
6891;Commune de VILLE LE MARCLET;25000;609513;BOISTARD Pascale;SRC;Somme;
6892;Commune de VILLE SUR ANCRE  ;7000;267241;DEMILLY Stéphane ;UDI;Somme;
6904;Commune de VILLE-DU-BOIS;15000;267628;KOSCIUSKO-MORIZET Nathalie;UMP;Essonne;
6905;Commune de VILLE-en-WOEVRE;3000;1199;DUMONT Jean-Louis;SRC;Meuse;
6950;Commune de VILLE-SOUS-LA-FERTE;2000;267178;DHUICQ Nicolas;UMP;Aube;
6952;Commune de VILLE-SUR-YRON;13000;1871;LE DÉAUT Jean-Yves;SRC;Meurthe-et-Moselle;
6893;Commune de VILLEBAROU;8000;606991;ROBILIARD Denys;SRC;Loir-et-Cher;
6894;Commune de VILLEBAUDON;2500;266797;GOSSELIN Philippe;UMP;Manche;
6895;Commune de VILLEBAZY;6000;1208;DUPRÉ Jean-Paul;SRC;Aude;
6896;Commune de VILLEBERNIER;7000;2792;TAUGOURDEAU Jean-Charles;UMP;Maine-et-Loire;
6897;Commune de VILLEBLEVIN;2000;336576;FORT Marie-Louise;UMP;Yonne;
6898;Commune de VILLEBOIS-LAVALLETTE;2000;;
6899;Commune de VILLECHENEVE;9756;267499;GUILLOTEAU Christophe;UMP;Rhône;
6900;Commune de VILLECOURT ;1400;267241;DEMILLY Stéphane ;UDI;Somme;
6901;Commune de VILLECRESNES;15000;2713;SCHWARTZENBERG Roger-Gérard;RRDP;Val-de-Marne;
6902;Commune de VILLECROZE;8000;314;AUDIBERT-TROIN Olivier;UMP;Var;
6906;Commune de Villefrance de Lonchat;7000;605922;ALLAIN Brigitte;ECOLO;Dordogne;
6907;Commune de VILLEFRANCHE;62500;2377;PERRUT Bernard;UMP;Rhône;
6909;Commune de Villefranche du Queyran;3000;607287;FEKL Matthias;SRC;Lot-et-Garonne;
6908;Commune de VILLEFRANCHE D’ALBIGEOIS  ;5000;267673;FOLLIOT Philippe ;UDI;Tarn;
6910;Commune de VILLEHERVIERS;3647;MARTIN-LALANDE  Patrice (UMP; 										<td class="representant">Loir-et-Cher;
6911;Commune de Villejuif;100000;267835;LE BOUILLONNEC Jean-Yves;SRC;Val-de-Marne;
6912;Commune de Villelongue-dels-Monts;8000;608348;AYLAGAS Pierre;SRC;Pyrénées-Orientales;
6913;Commune de Villemade;20000;609590;RABAULT Valérie;SRC;Tarn-et-Garonne;
6914;Commune de VILLEMANDEUR;5000;267289;DOOR Jean-Pierre;UMP;Loiret;
6915;Commune de VILLEMOISAN;10000;1790;LAFFINEUR Marc;UMP;Maine-et-Loire;
6916;Commune de VILLEMONTAIS;2000;2277;NICOLIN Yves;UMP;Loire;
6917;Commune de VILLEMUR sur TARN ;14000;1689;IMBERT Françoise;SRC;Haute-Garonne;
6918;Commune de VILLENAVOTTE;2000;336576;FORT Marie-Louise;UMP;Yonne;
6919;Commune de VILLENEUVE AU CHENE;5000;267178;DHUICQ Nicolas;UMP;Aube;
6920;Commune de VILLENEUVE D'ALLIER;8000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
6921;Commune de Villeneuve d'Ascq;40000;607761;LINKENHELD Audrey;SRC;Nord;
6922;Commune de Villeneuve lès Maguelone;10000;606545;ROUMÉGAS Jean-Louis;ECOLO;Hérault;
6923;Commune de Villeneuve-La-Garenne;30000;610066;BACHELAY Alexis;SRC;Hauts-de-Seine;
6924;Commune de VILLENEUVE-LES-CHARNOD;1500;2345;PELISSARD Jacques;UMP;Jura;
6926;Commune de VILLENEUVE-SAINT-GEORGES;20000;2713;SCHWARTZENBERG Roger-Gérard;RRDP;Val-de-Marne;
6925;Commune de VILLENEUVES SAINT SALVES;2000;267785;LARRIVE Guillaume;UMP;Yonne;
6927;Commune de Villepinte;40000;295;ASENSI François;GDR;Seine-Saint-Denis;
6928;Commune de VILLEQUIERS;8000;1401;GALUT Yann;SRC;Cher;
6929;Commune de VILLERS AUX HERABLES;4000;1466;GEST  Alain;UMP;Somme;
6930;Commune de VILLERS EN ARTHIES;3761;1661;HOUILLON Philippe;UMP;Val-d'Oise;
6931;Commune de VILLERS EN CAUCHIES;10000;394;BATAILLE Christian;SRC;Nord;
6932;Commune de VILLERS FARLAY;6000;267204;SERMIER Jean-Marie;UMP;Jura;
6933;Commune de Villers le Rond;10000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
6934;Commune de VILLERS LE TOURNEUR;5000;267260;POLETTI Bérengère;UMP;Ardennes;
6935;Commune de VILLERS MARMERY;25000;2098;MARTIN Philippe-Armand;UMP;Marne;
6936;Commune de Villers sur Fère;6000;605084;KRABAL Jacques;RRDP;Aisne;
6938;Commune de VILLERS-ALLERAND;15000;2098;MARTIN Philippe-Armand;UMP;Marne;
6939;Commune de Villers-au-Bois;9840;334116;MAQUET Jacqueline;SRC;Pas-de-Calais;
6940;Commune de VILLERS-BRULIN;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
6941;Commune de Villers-Buzon;4500;605952;ROMAGNAN Barbara;SRC;Doubs;
6942;Commune de Villers-Côtterets;14000;605084;KRABAL Jacques;RRDP;Aisne;
6943;Commune de VILLERS-EN-OUCHE;3000;608016;LOUWAGIE Véronique;UMP;Orne;
6944;Commune de VILLERS-les-MANGIENNES ;2000;1199;DUMONT Jean-Louis;SRC;Meuse;
6945;Commune de Villers-lès-Nancy;15000;333335;FERON Hervé;SRC;Meurthe-et-Moselle;
6946;Commune de VILLERS-LES-POTS;14000;267450;DELATTE Rémi;UMP;Côte-d'Or;
6947;Commune de VILLERS-sir-SIMON;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
6948;Commune de VILLERS-VAUDEY;3000;608662;CHRETIEN Alain;UMP;Haute-Saône;
6949;Commune de VILLERY SUR MEHOLLE  ;8000;333421;PANCHER Bertrand ;UDI;Meuse;
6951;Commune de VILLES-SUR-AUZON;2000;609726;AUBERT Julien;UMP;Vaucluse;
6953;Commune de Villette;10000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
6955;Commune de VILLETTE LES DOLE;10000;267204;SERMIER Jean-Marie;UMP;Jura;
6956;COMMUNE DE VILLEURBANNE LIEU DE REPIT;10000;334811;CROZON Pascale;SRC;Rhône;
6957;Commune de VILLEVALLIER;1500;336576;FORT Marie-Louise;UMP;Yonne;
6958;Commune de Villevocance;10000;330357;DUSSOPT Olivier;SRC;Ardèche;
6959;Commune de VILLEVOQUES;2400;267289;DOOR Jean-Pierre;UMP;Loiret;
6960;Commune de VILLIERS LOUIS;1000;336576;FORT Marie-Louise;UMP;Yonne;
6961;Commune de VILLIERS SUR MARNE;82000;267822;BENISTI Jacques-Alain;UMP;Val-de-Marne;
6962;Commune de VILLIERS SUR MORIN;1500;335758;RIESTER Franck;UMP;Seine-et-Marne;
6963;Commune de VILLIERS SUR THOLON;4000;267785;LARRIVE Guillaume;UMP;Yonne;
6964;Commune de VILLIERS-le-BACLE;28000;609983;OLIVIER Maud;SRC;Essonne;
6965;Commune de Villiers-le-Bel;40000;405480;PUPPONI François;SRC;Val-d'Oise;
6966;Commune de VILLIERS-LE-BOIS;2000;2124;MATHIS Jean-Claude;UMP;Aube;
6967;Commune de Villing;3500;607699;ZANETTI Paola;SRC;Moselle;
6968;Commune de Villons les Buissons;10000;605625;ATTARD Isabelle;ECOLO;Calvados;
6969;Commune de VILLY LE BOUVERET;10000;267527;SADDIER Martial;UMP;Haute-Savoie;
6970;Commune de VIMONT;20000;1198;DUMONT Laurence;SRC;Calvados;
6971;Commune de VINETS;3000;267178;DHUICQ Nicolas;UMP;Aube;
6972;Commune de VINEUIL;5000;606991;ROBILIARD Denys;SRC;Loir-et-Cher;
6973;Commune de Vinsobres;7000;2083;MARITON Hervé;UMP;Drôme;
6974;Commune de Vinzieux;5000;330357;DUSSOPT Olivier;SRC;Ardèche;
6975;Commune de VIOLAINES;4000;608158;BAYS Nicolas;SRC;Pas-de-Calais;
6976;Commune de VIRIEU SUR BOURBRE;10000;606888;BARBIER Jean-Pierre;UMP;Isère;
6977;Commune de VIRIGNEUX;7800;2664;SALEN Paul;UMP;Loire;
6979;Commune de VIRMING;8000;267556;MARTY Alain;UMP;Moselle;
6980;Commune de VITRAC-ST-VINCENT;3750;1809;LAMBERT Jérôme;SRC;Charente;
6981;Commune de VITRY-AUX-LOGES;15000;607256;CORRE Valérie;SRC;Loiret;
6982;Commune de VITTEAUX  ;67000;2690;SAUVADET François ;UDI;Côte-d'Or;
6983;Commune de VITTEAUX  ;40000;2690;SAUVADET François ;UDI;Côte-d'Or;
6984;Commune de Vittel (88800);10000;1362;FRANQUEVILLE Christian;SRC;Vosges;
6985;Commune de Viviers sur Chiers ";30000;;
6986;Commune de VIVOIN;40250;608718;DUBOIS Françoise;SRC;Sarthe;
6987;Commune de VODABLE;15000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
6988;Commune de Voimhaut;5000;607699;ZANETTI Paola;SRC;Moselle;
6989;Commune de Voiron;5000;606910;BONNETON Michèle;ECOLO;Isère;
6990;Commune de Voivres;10000;;
6991;Commune de VOLMERANGE-LES-MINES;2837;343623;GROMMERCH Anne;UMP;Moselle;
6992;Commune de VOLX;10000;605131;CASTANER Christophe;SRC;Alpes-de-Haute-Provence;
6993;Commune de Voreppe;5000;606910;BONNETON Michèle;ECOLO;Isère;
6994;Commune de VOUE;4000;267178;DHUICQ Nicolas;UMP;Aube;
6995;Commune de VOUHARTE;5000;1809;LAMBERT Jérôme;SRC;Charente;
6996;Commune de VOUHENANS;5000;334951;VILLAUMÉ Jean-Michel;SRC;Haute-Saône;
6997;Commune de VOUILLE;10000;336421;COUTELLE Catherine;SRC;Vienne;
6999;Commune de VOULANGIS;8000;335758;RIESTER Franck;UMP;Seine-et-Marne;
7000;Commune de VOUNEUIL SOUS BIARD;2000;336421;COUTELLE Catherine;SRC;Vienne;
7001;Commune de VOUTRE;7000;642844;PICHOT Sylvie;SRC;Mayenne;
7002;Commune de Vouxey (88170);3000;1362;FRANQUEVILLE Christian;SRC;Vosges;
7003;Commune de Vred;33000;267492;CANDELIER Jean-Jacques;GDR;Nord;
7004;Commune de VRIGNE-MEUSE;5000;267260;POLETTI Bérengère;UMP;Ardennes;
7005;Commune de WAILLY-BEAUCAMP;4000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
7006;Commune de WALDHOUSE;4000;267057;LETT Céleste;UMP;Moselle;
7007;Commune de WALDWEISTROFF;2000;343623;GROMMERCH Anne;UMP;Moselle;
7008;Commune de WALDWISSE;10000;343623;GROMMERCH Anne;UMP;Moselle;
7009;Commune de WALINCOURT-SELVIGNY;6000;267765;VILLAIN François-Xavier ;UDI;Nord;
7010;Commune de WALY ;4000;333421;PANCHER Bertrand ;UDI;Meuse;
7011;Commune de WAMBERCOURT;3000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
7012;Commune de WANQUETIN;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
7013;Commune de WARCQ;6000;1199;DUMONT Jean-Louis;SRC;Meuse;
7014;Commune de WARGNIES LE GRAND;15000;394;BATAILLE Christian;SRC;Nord;
7015;Commune de WARGNIES LE PETIT;15000;394;BATAILLE Christian;SRC;Nord;
7016;Commune de WARLINCOURT LES PAS;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
7017;Commune de WARMERIVILLE;7000;417099;ROBINET Arnaud;UMP;Marne;
7018;Commune de WARSY;1000;1466;GEST Alain;UMP;Somme;
7020;Commune de WASIGNY;3500;267260;POLETTI Bérengère;UMP;Ardennes;
7021;Commune de WASQUEHAL;20000;267585;VERCAMER Francis ;UDI;Nord;
7022;Commune de WATTIGNIES;25000;267200;HUYGHE Sébastien;UMP;Nord;
7023;Commune de Wattrelos;24000;339;BAERT Dominique;SRC;Nord;
7024;Commune de Wattrelos;17000;339;BAERT Dominique;SRC;Nord;
7025;Commune de Wattrelos;3000;339;BAERT Dominique;SRC;Nord;
7026;Commune de Wattrelos ;5000;339;BAERT Dominique;SRC;Nord;
7027;Commune de Waziers;33000;;
7028;Commune de WECKOLSHEIM;5000;334654;STRAUMANN Eric;UMP;Haut-Rhin;
7029;Commune de WEITBRUCH;15000;608434;STURNI Claude;UMP;Bas-Rhin;
7030;Commune de WEYER;2000;608416;HETZEL Patrick;UMP;Bas-Rhin;
7031;Commune de WICQUINGHEM;3500;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
7033;Commune de WIHR-AU-VAL;5000;267358;CHRIST Jean-Louis;UMP;Haut-Rhin;
7034;Commune de WIMILLE;10000;267918;GUILBERT Thérèse;SRC;Pas-de-Calais;
7035;Commune de WINGLES;4000;608158;BAYS Nicolas;SRC;Pas-de-Calais;
7036;Commune de WINTZENBACH;5000;266776;REISS Frédéric;UMP;Bas-Rhin;
7037;Commune de WISSEMBOURG;15000;266776;REISS Frédéric;UMP;Bas-Rhin;
7038;Commune de WISSOUS;30000;1567;GUEDJ Jérôme;SRC;Essonne;
7039;Commune de Wizernes;5000;1911;LEFAIT Michel;SRC;Pas-de-Calais;
7040;Commune de WOLFSKIRCHEN;15000;608416;HETZEL Patrick;UMP;Bas-Rhin;
7041;Commune de Xammes ;2000;607553;POTIER Dominique;SRC;Meurthe-et-Moselle;
7042;Commune de XOUSSE;2000;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
7043;Commune de XURES;2000;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
7044;Commune de YCHOUX;10000;342539;DELAUNAY Florence;SRC;Landes;
7045;Commune de YEBLES  ;30000;267801;JEGO Yves ;UDI;Seine-et-Marne;
7046;Commune de Yerres;50000;1206;DUPONT-AIGNAN Nicolas;NI;Essonne;
7047;Commune de Yerres;45500;1206;DUPONT-AIGNAN Nicolas;NI;Essonne;
7048;Commune de YEVRES;5000;331582;VIGIER Philippe ;UDI;Eure-et-Loir;
7049;Commune de YRONDE et BURON;15000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
7050;Commune de Yvetot;4000;609222;CHAUVEL Dominique;SRC;Seine-Maritime;
7051;Commune de YZERON;15000;267499;GUILLOTEAU Christophe;UMP;Rhône;
7052;Commune de ZEGERSCAPPEL;5000;267762;DECOOL Jean-Pierre;UMP;Nord;
7053;Commune de ZERMEZEELE;5500;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
7054;Commune de ZETTING;3000;267057;LETT Céleste;UMP;Moselle;
7055;Commune de Zimmersheim;10000;267227;GROSSKOST Arlette;UMP;Haut-Rhin;
7056;Commune de ZUYTPEENE;1036;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
7059;Commune deCHARCHIGNE ;10000;267042;FAVENNEC Yannick ;UDI;Mayenne;
7075;Commune dePlouénour Ménez;10000;642739;BUI Gwenegan;SRC;Finistère;
7079;Commune des Angles;2500;605758;DESSUS Sophie;SRC;Corrèze;
7080;Commune des Cammazes;5000;609578;GOURJADE Linda;SRC;Tarn;
7081;Commune des IFS ;10000;304016;HUREL Sandrine;SRC;Seine-Maritime;
7082;Commune des Lilas;195000;381;BARTOLONE Claude;SRC;Seine-Saint-Denis;
7083;Commune des LOGES MARCHIS;15000;333134;HUET Guénhaël;UMP;Manche;
7084;Commune des Ollières-sur-Eyrieux;23000;2799;TERRASSE Pascal;SRC;Ardèche;
7085;Commune des Plantiers;5000;1193;DUMAS William;SRC;Gard;
7086;Commune des SAUVAGES;5000;334843;VERCHERE Patrice;UMP;Rhône;
7087;Commune des SIEGES;2000;336576;FORT Marie-Louise;UMP;Yonne;
7088;commune des Vigneaux;3395;267336;GIRAUD Joël;RRDP;Hautes-Alpes;
7150;Commune du 10e - Ecole Maternelle Eugène Varlin;25000;608920;DAGOMA Seybah;SRC;Paris;
7151;Commune du Blanc ;55000;810;CHANTEGUET Jean-Paul;SRC;Indre;
7152;Commune du Blanc-Mesnil;20000;689;BUFFET Marie-George;GDR;Seine-Saint-Denis;
7153;Commune du Blanc-Mesnil;8000;689;BUFFET Marie-George;GDR;Seine-Saint-Denis;
7154;Commune du Chastang;3000;605758;DESSUS Sophie;SRC;Corrèze;
7155;Commune du CRES;15000;606573;DOMBRE COSTE Fanny;SRC;Hérault;
7156;Commune du FIEF SAUVIN;20000;607369;BARDY Serge;SRC;Maine-et-Loire;
7157;Commune du Fossat ;10000;340432;FAURÉ Alain;SRC;Ariège;
7158;Commune du Gros Theil;8000;1991;LONCLE François;SRC;Eure;
7159;Commune du Gué de Longroi;4800;331582;VIGIER Philippe;UDI;Eure-et-Loir;
7160;Commune du Kremlin-Bicêtre;67500;610481;LAURENT Jean-Luc;SRC;Val-de-Marne;
7161;Commune du Mas d'Agenais;5000;607287;FEKL Matthias;SRC;Lot-et-Garonne;
7162;Commune du Mont Dore;2000;608186;AUROI Danielle;ECOLO;Puy-de-Dôme;
7163;Commune du Moule;50000;268042;LOUIS-CARABIN Gabrielle;SRC;Guadeloupe;
7164;Commune du Moule;15000;268042;LOUIS-CARABIN Gabrielle;SRC;Guadeloupe;
7165;Commune du Perreux-sur-Marne;200000;746;CARREZ Gilles;UMP;Val-de-Marne;
7166;Commune du Perreux-sur-Marne;200000;746;CARREZ Gilles;UMP;Val-de-Marne;
7167;Commune du Perreux-sur-Marne;100000;746;CARREZ Gilles;UMP;Val-de-Marne;
7168;Commune du Pin;10000;336015;GRELLIER Jean;SRC;Deux-Sèvres;
